TEXT (BAHASA),TEXT (ENGLISH),DATA STATUS,FIRST ANNOTATOR,SECOND ANNOTATOR
"Terlamabat dalam presentasi dikelas,sehingga memulai perkuliahan dikelas agak ditunda.","I was late in presenting in class, so starting lectures in class was somewhat postponed.",RAW-ORI,No Distortion,No Distortion
pernah berbohong kepada orang tua teman karna sya yng mengajak untuk bermain mlm hari,I once lied to a friend's parents because I asked them to play at night,RAW-ORI,No Distortion,No Distortion
Saya pernah melakukan sesuatu yang membuat diri saya gagal dan saya pernah berpikir bahwa sesuatu tersebut gagal karna saya kurang ahli di dalam bidang tersebut,I have done something that made me fail and I have thought that it failed because I was not an expert in that field.,RAW-ORI,No Distortion,No Distortion
Saya pernah mengikuti pertandingan basket. Pada saat itu tim saya kalah dan saya merasa hal itu bisa terjadi alasannya salah satunya karena diri saya sendiri yang tidak bisa berkoordinasi dengan teman yang lainnya,I once attended a basketball game. At that time my team lost and I felt that this could happen because one of the reasons was because I couldn't coordinate with my other friends.,RAW-ORI,No Distortion,No Distortion
Saat saya merasa ketika saya mengetahui kebenaran tetapi saya tidak berani mengungkapkannya,When I feel like I know the truth but I don't dare to express it,RAW-ORI,No Distortion,No Distortion
Jika saya menjadi penyebab dari suatu permasalahan terjadi saya akan sangat meminta maaf dan sangat merasa bersalah,If I was the cause of a problem occurring I would apologize deeply and feel very guilty,RAW-ORI,No Distortion,No Distortion
saat mengajak keluarga liburan bersama padahal memang dari awal berniat liburan dan itu merupakan kepitusan bersama. tetapi saat tiba ditempat liburan tidak sesuai yang diharapkan.,when taking the family on holiday together even though they had intended to go on holiday from the start and it was a shared decision. but when we arrived at the vacation spot it was not as expected.,RAW-ORI,No Distortion,No Distortion
tim futsal saya kalah karna saya bermain kasar,My futsal team lost because I played rough,RAW-ORI,No Distortion,No Distortion
Sangat merasakan syok pada awalnya,Very shocked at first,RAW-ORI,No Distortion,No Distortion
Tugas kuliah terlambat karena saya telat mengumpulkan data,My coursework was late because I was late collecting data,RAW-ORI,No Distortion,No Distortion
"Ketika ospek ada kesalahan, sebagai ketua saya merasa hal tersebut karena perbuatan saya.","When there is an error in an aspect, as chairman I feel that it is because of my actions.",RAW-ORI,No Distortion,No Distortion
"ketika saya patah hati,saya menyalahkan diri saya karena sudah jatuhkan hati untuk dia,","when I was heartbroken, I blamed myself for falling for him,",RAW-ORI,No Distortion,No Distortion
pernah ikut bekerja sama dengan orang cuman ada suatu hal yang membuat saya kurang puas cuman menerut rekan kerja saya itu cukup baik tapi tetap saja saya tidak merasa puas,"I've worked with people, but there's something that makes me less satisfied, but I think my co-workers are good enough, but I still don't feel satisfied.",RAW-ORI,No Distortion,No Distortion
Saya pernah mau jalan-jalan bersama teman dan akhirnya saya yang telat alhasil tidak jadi karena saya terlambat.,I once wanted to go out with friends and in the end I was late but didn't because I was late.,RAW-ORI,No Distortion,No Distortion
"tidak memenangkan perlombaan, jadi pada saat latihan saya pernah melakukan kesalahan dan itu berulang-ulang semua teman-teman saya juga sudah berusaha sebaik mungkin tetapi saat perlombaan kita tidak menang.","I didn't win the race, so during practice I made a mistake and it happened over and over again, all my friends also tried their best but during the race we didn't win.",RAW-ORI,No Distortion,No Distortion
pernah karena saya sering menghilangkan sisir rambut,Never because I often lose my hair comb,RAW-ORI,No Distortion,No Distortion
karena saya terlalu tergesa-gesa menganbil keputusan jadi tidak tercapai tujuan yang saya inginkan,because I was too hasty in making decisions so I didn't achieve the goals I wanted,RAW-ORI,No Distortion,No Distortion
Pernah menanam tanaman di kebun sesuai dengan anjuran orang tua dan ternyata tidak tumbuh dan mati. Padahal sudah disiram dengan baik dan teratur serta diberikan pupuk dengan teratur. Saya tetap merasa bersalah atas tidak tumbuh nya tanaman tersebut.,Have you ever planted plants in the garden according to your parents' recommendations and they didn't grow and died? Even though it has been watered well and regularly and given fertilizer regularly. I still feel guilty about the plants not growing.,RAW-ORI,No Distortion,No Distortion
Ketika saya lebih memilih kuliah di luar pulau jawa.,When I prefer to study outside Java.,RAW-ORI,No Distortion,No Distortion
"Hubungan Sindy menjadi renggang dengan kakaknya. Meskipun sudah berusaha untuk tetap menjaga hubungannya, tetapi Sindy merasa hubungan menjadi renggang karena kesalahan yang telah diperbuat.","Sindy's relationship with her brother becomes strained. Even though she has tried to maintain her relationship, Sindy feels that the relationship has become strained because of the mistakes she has made.",RAW-ORI,No Distortion,No Distortion
Suatu saat kepanitiian di kampus memberi saya tugas tapi saya ga mengerjakanya jadi kepanitiaan tersebut menjadi terhambat,One time the committee on campus gave me an assignment but I didn't do it so the committee was hampered,RAW-ORI,No Distortion,No Distortion
"saya pernah diajak jalan bersama salah satu teman saya, namun saya tidak mengetahui bahwa teman saya tersebut memiliki seorang pacar sehingga suatu hari mereka berdua putus dan saya merasa bersalah karna saya merasa mereka putus karena kehadiran saya","I was once invited to go out with one of my friends, but I didn't know that my friend had a girlfriend so one day they both broke up and I felt guilty because I felt they broke up because of my presence",RAW-ORI,No Distortion,No Distortion
Menyalahkan diri sendiri waktu mengambil orderan bike. Pada saat sampai dilokasi pengambilan tidak ada sinyal. Saya merasa diri salah karena saya tidak konfirmasi dulu dengan penumpang.,Blame yourself when you pick up your bike order. When we arrived at the pickup location there was no signal. I felt like I was wrong because I didn't confirm with the passengers first.,RAW-ORI,No Distortion,No Distortion
"di minta tolong untuk mengingatkan ikut seminar tapi karna lupa, dia jadi tidak ikut dan tidak mendapatkan sertif","He was asked to remind him to attend the seminar but because he forgot, he didn't attend and didn't get a certificate.",RAW-ORI,No Distortion,No Distortion
"Menyalakan diri sendiri ketika melakukan suatu pekerjaan apabila pekerjaan tersebut belum terselesaikan, baik itu perkejaan rumah atau kampus.","Turning on yourself when doing work if the work has not been completed, be it homework or campus work.",RAW-ORI,No Distortion,No Distortion
Ketika terdapat perlombaan sepak bola antar kelas dan semua anggota kelas sangat kompetitif untuk memenangkan kejuaran. Saya yang menjadi salah satu perwakilan kelas pada saati itu menganggap remeh pertandingan yang sedang saya lakukan dan berakhir kekalahan. Saya merasa karena saya menyepelekan pertandingan ini membuat seisi kelas saya kecewa karena kekalahan,"When there is a football competition between classes and all class members are very competitive to win the championship. I, who was one of the class representatives at that time, underestimated the match I was playing and ended up losing. I feel that because I underestimated this match, my whole class was disappointed because they lost",RAW-ORI,No Distortion,No Distortion
"Mungkin tidak begitu mirip. Tapi kadang saya merasa jika melakukan suatu hal yg tidak baik, saya merasa akan sial besoknya ( mungkin kalo ada ulangan biasanya)","Maybe not so similar. But sometimes I feel that if I do something bad, I feel like I will be unlucky the next day (maybe if there is a test usually)",RAW-ORI,No Distortion,No Distortion
saya tidak pernah merasakan hal tersebut,I've never felt that way,RAW-ORI,No Distortion,No Distortion
"Ketika sedang bermain game online, terkadang saya merasa menjadi penyebab kalahnya tim saya pada permainan teraebut","When playing online games, sometimes I feel like I am the reason my team loses in the game",RAW-ORI,No Distortion,No Distortion
"ketika saya sakit, tetapi semua keluarga tidak jadi pergi","when I was sick, but the whole family didn't go",RAW-ORI,No Distortion,No Distortion
Saat presentasi saat SMP saya melakukan presentasi dengan teman teman sayatetapi saya lupa kalimat yang saya ingin presentasi oleh karena itu kelompok saya disuruh duduk dan tidak dapat nilai,"During a presentation in junior high school I made a presentation with my friends but I forgot the sentence I wanted to present, therefore my group was told to sit down and didn't get a grade.",RAW-ORI,No Distortion,No Distortion
saya terkadang merasa bersalah ketika tidak membantu seseorang yang tidak begitu saya kenal.,I sometimes feel guilty when I don't help someone I don't know well.,RAW-ORI,No Distortion,No Distortion
Pada saat SMA saya mengikuti suatu kepanitiaan. karena beberapa anggota termasuk saya terlibat dalam masalah internal. sehingga tujuan kepanitiaan tidak tercapai secara maksimal.,In high school I joined a committee. because several members including me were involved in internal problems. so that the committee's objectives were not achieved optimally.,RAW-ORI,No Distortion,No Distortion
